id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
19788,31,management,single,tertiary,no,2978,yes,no,cellular,8,aug,146,2,-1,0,unknown,0
39850,37,admin.,married,secondary,no,597,no,no,cellular,2,jun,395,1,-1,0,unknown,1
33845,42,blue-collar,married,primary,no,784,no,no,cellular,28,apr,428,3,-1,0,unknown,0
37913,37,blue-collar,married,secondary,no,561,yes,no,cellular,14,may,632,1,339,2,failure,0
33554,46,blue-collar,married,primary,no,588,yes,no,cellular,20,apr,249,3,237,4,failure,0
22390,55,blue-collar,married,primary,no,419,no,no,cellular,22,aug,33,8,-1,0,unknown,0
23787,36,technician,married,secondary,no,432,yes,no,cellular,29,aug,65,2,-1,0,unknown,0
20020,44,technician,married,tertiary,no,1707,no,no,cellular,8,aug,406,3,-1,0,unknown,0
10796,61,retired,married,secondary,no,296,no,no,unknown,17,jun,18,1,-1,0,unknown,0
43430,55,management,married,tertiary,no,3848,yes,no,cellular,8,apr,222,2,-1,0,unknown,1
24665,31,blue-collar,married,secondary,no,1354,yes,yes,cellular,17,nov,222,2,-1,0,unknown,0
40172,28,self-employed,single,tertiary,no,3290,no,no,cellular,5,jun,201,2,-1,0,unknown,1
43530,61,retired,married,secondary,no,483,no,no,cellular,23,apr,164,1,-1,0,unknown,0
8308,28,admin.,single,tertiary,no,1540,yes,no,unknown,2,jun,442,11,-1,0,unknown,0
7003,49,blue-collar,married,secondary,no,457,yes,yes,unknown,28,may,189,2,-1,0,unknown,0
6562,28,technician,single,tertiary,no,4513,yes,no,unknown,27,may,167,3,-1,0,unknown,0
37995,41,technician,single,secondary,no,200,yes,no,cellular,14,may,353,6,373,2,failure,0
9308,39,blue-collar,married,primary,no,3127,yes,yes,unknown,5,jun,451,2,-1,0,unknown,0
318,51,technician,single,secondary,no,0,yes,no,unknown,5,may,364,2,-1,0,unknown,0
25726,41,management,married,tertiary,no,2885,no,no,cellular,19,nov,40,1,-1,0,unknown,0
15076,48,entrepreneur,married,tertiary,no,461,no,yes,cellular,17,jul,284,1,-1,0,unknown,0
38570,38,self-employed,single,tertiary,no,5774,yes,no,cellular,15,may,406,4,359,5,other,1
10498,39,unemployed,married,tertiary,no,11787,no,no,unknown,16,jun,104,4,-1,0,unknown,0
36837,46,blue-collar,married,primary,no,4170,yes,yes,cellular,12,may,118,2,357,3,failure,0
35055,54,management,divorced,tertiary,no,432,yes,no,cellular,6,may,160,1,-1,0,unknown,0
22675,34,technician,married,secondary,no,47,no,no,cellular,25,aug,132,6,-1,0,unknown,0
6172,32,admin.,married,secondary,no,-458,no,no,unknown,27,may,143,1,-1,0,unknown,0
826,36,services,divorced,secondary,no,-290,yes,yes,unknown,7,may,128,1,-1,0,unknown,0
16918,39,technician,married,secondary,no,355,no,no,cellular,25,jul,132,1,-1,0,unknown,0
10360,44,unemployed,married,secondary,no,1590,yes,no,unknown,12,jun,349,1,-1,0,unknown,0
11344,42,blue-collar,married,primary,no,-303,yes,no,unknown,18,jun,40,3,-1,0,unknown,0
36615,43,admin.,married,secondary,no,323,yes,yes,cellular,12,may,43,3,369,2,failure,0
39770,37,technician,married,tertiary,no,6968,no,no,cellular,1,jun,175,1,-1,0,unknown,0
30738,47,self-employed,married,tertiary,no,917,no,no,cellular,6,feb,518,3,212,5,failure,0
10171,36,blue-collar,married,secondary,no,717,no,no,unknown,11,jun,63,1,-1,0,unknown,0
18040,31,management,married,tertiary,no,18,yes,no,cellular,30,jul,72,19,-1,0,unknown,0
32539,37,blue-collar,single,secondary,no,90,yes,no,cellular,17,apr,416,1,340,5,failure,0
33040,42,admin.,divorced,tertiary,no,6,yes,yes,cellular,17,apr,403,4,-1,0,unknown,0
35385,53,blue-collar,married,secondary,no,148,yes,no,cellular,7,may,66,1,359,1,failure,0
16361,43,self-employed,married,secondary,no,1239,yes,yes,telephone,23,jul,355,3,-1,0,unknown,0
5157,26,management,single,tertiary,no,1284,yes,no,unknown,21,may,97,8,-1,0,unknown,0
25551,35,unemployed,single,secondary,yes,-126,no,no,cellular,19,nov,168,1,-1,0,unknown,0
15228,40,blue-collar,divorced,secondary,no,393,yes,yes,cellular,17,jul,291,2,-1,0,unknown,0
34041,31,management,single,tertiary,no,0,yes,no,cellular,30,apr,97,2,87,2,other,0
43955,25,blue-collar,single,secondary,no,303,no,no,cellular,18,jun,252,1,92,1,success,1
29012,55,management,divorced,tertiary,no,-207,no,no,cellular,2,feb,211,1,-1,0,unknown,0
8991,60,blue-collar,married,secondary,no,0,no,yes,unknown,5,jun,124,1,-1,0,unknown,0
6316,33,services,married,secondary,no,684,yes,no,unknown,27,may,474,1,-1,0,unknown,0
1345,50,technician,married,secondary,no,389,yes,no,unknown,8,may,110,1,-1,0,unknown,0
29345,40,blue-collar,married,secondary,yes,231,yes,no,cellular,2,feb,69,3,-1,0,unknown,0
7629,50,services,married,secondary,no,992,yes,no,unknown,30,may,407,1,-1,0,unknown,0
30130,36,entrepreneur,married,tertiary,no,2700,no,no,cellular,4,feb,99,3,-1,0,unknown,0
20002,40,management,married,tertiary,no,1468,no,no,cellular,8,aug,63,2,-1,0,unknown,0
42590,40,admin.,married,secondary,no,3126,yes,no,cellular,30,dec,110,3,232,2,failure,0
26680,37,services,married,secondary,no,4760,yes,no,cellular,20,nov,187,2,-1,0,unknown,0
39760,46,admin.,divorced,secondary,no,3280,no,no,cellular,1,jun,110,1,-1,0,unknown,0
20935,40,technician,single,secondary,no,-239,no,no,cellular,13,aug,399,2,-1,0,unknown,0
43862,28,admin.,married,secondary,no,330,no,no,cellular,2,jun,226,2,182,4,success,1
41839,40,unemployed,single,tertiary,no,79,no,no,cellular,15,oct,570,1,135,1,failure,1
29769,39,services,married,secondary,no,105,no,no,cellular,4,feb,137,1,189,2,failure,0
34528,34,blue-collar,divorced,secondary,no,0,yes,no,cellular,5,may,150,1,-1,0,unknown,0
3184,54,entrepreneur,married,secondary,no,52,yes,no,unknown,15,may,44,3,-1,0,unknown,0
22553,45,technician,divorced,secondary,no,88,yes,no,cellular,22,aug,55,3,-1,0,unknown,0
44066,31,services,single,secondary,no,1027,no,no,cellular,2,jul,217,3,-1,0,unknown,1
8290,42,blue-collar,married,secondary,no,4,yes,yes,unknown,2,jun,229,8,-1,0,unknown,0
40055,37,management,married,tertiary,no,108,yes,yes,cellular,4,jun,262,2,-1,0,unknown,1
23706,43,housemaid,married,primary,no,685,no,no,cellular,28,aug,77,7,-1,0,unknown,0
32731,29,management,married,tertiary,no,760,no,yes,cellular,17,apr,82,2,-1,0,unknown,0
22498,50,admin.,married,primary,no,82,no,no,cellular,22,aug,101,4,-1,0,unknown,0
9810,42,self-employed,married,secondary,no,13242,no,no,unknown,9,jun,149,1,-1,0,unknown,0
19956,30,technician,single,secondary,no,0,no,no,cellular,8,aug,216,2,-1,0,unknown,0
38302,43,blue-collar,married,secondary,no,3549,yes,no,cellular,15,may,7,5,-1,0,unknown,0
23737,59,retired,married,primary,no,1425,yes,no,cellular,28,aug,299,3,-1,0,unknown,0
42695,58,unknown,married,tertiary,no,327,no,no,telephone,18,jan,124,4,-1,0,unknown,0
15770,31,admin.,divorced,secondary,no,1890,yes,no,cellular,21,jul,588,1,-1,0,unknown,0
44528,43,blue-collar,married,secondary,no,413,yes,no,cellular,12,aug,235,2,182,4,success,1
16611,56,management,divorced,tertiary,no,1654,yes,no,cellular,24,jul,335,2,-1,0,unknown,0
18814,50,admin.,married,secondary,no,1138,yes,yes,cellular,31,jul,73,8,-1,0,unknown,0
14747,51,blue-collar,married,secondary,no,463,yes,yes,cellular,15,jul,114,4,-1,0,unknown,0
39513,36,technician,married,tertiary,no,911,yes,yes,cellular,25,may,117,2,21,3,failure,1
7589,50,technician,married,secondary,no,1093,yes,no,unknown,30,may,319,1,-1,0,unknown,0
24403,32,admin.,single,secondary,no,4344,yes,no,cellular,17,nov,79,2,118,3,failure,0
27763,47,technician,married,secondary,no,459,no,no,cellular,28,jan,226,1,-1,0,unknown,0
9419,51,housemaid,married,primary,no,1521,no,no,unknown,6,jun,24,1,-1,0,unknown,0
40530,42,management,married,secondary,no,406,yes,no,cellular,8,jul,194,1,391,2,success,0
28179,47,blue-collar,married,secondary,no,676,yes,no,cellular,29,jan,110,1,184,4,other,0
6574,56,admin.,married,secondary,no,292,yes,no,unknown,28,may,228,9,-1,0,unknown,0
44720,28,management,single,tertiary,no,890,yes,no,cellular,7,sep,201,1,-1,0,unknown,1
13848,55,admin.,single,secondary,no,645,no,no,telephone,10,jul,123,1,-1,0,unknown,0
18771,50,blue-collar,married,secondary,no,9585,yes,no,telephone,31,jul,182,6,-1,0,unknown,0
18334,41,blue-collar,married,secondary,no,750,yes,no,cellular,31,jul,207,2,-1,0,unknown,0
43473,38,technician,married,secondary,no,497,no,no,unknown,14,apr,173,1,-1,0,unknown,1
11431,40,services,married,secondary,no,1358,no,no,unknown,19,jun,96,1,-1,0,unknown,0
21019,32,technician,single,tertiary,no,1038,no,no,cellular,14,aug,128,4,-1,0,unknown,0
30362,31,services,married,secondary,no,1004,no,no,cellular,5,feb,96,6,-1,0,unknown,0
18355,52,retired,divorced,primary,no,353,no,no,cellular,31,jul,395,4,-1,0,unknown,0
18666,32,technician,single,tertiary,no,127,yes,no,cellular,31,jul,88,3,-1,0,unknown,0
28182,32,services,married,secondary,no,268,no,no,cellular,29,jan,140,1,-1,0,unknown,0
44847,41,technician,married,secondary,no,1819,no,no,cellular,22,sep,397,1,371,3,failure,1
32140,38,admin.,married,tertiary,no,293,no,no,cellular,15,apr,85,1,-1,0,unknown,0
31329,53,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown,1
41087,41,admin.,divorced,secondary,no,220,yes,no,cellular,14,aug,142,2,88,2,failure,0
2173,28,blue-collar,single,secondary,no,-284,yes,no,unknown,12,may,162,1,-1,0,unknown,0
35766,43,services,married,secondary,no,177,yes,no,cellular,8,may,120,1,-1,0,unknown,0
7316,35,blue-collar,single,secondary,no,219,yes,yes,unknown,29,may,161,1,-1,0,unknown,0
20254,37,admin.,married,tertiary,no,801,no,no,cellular,11,aug,331,7,-1,0,unknown,0
39127,35,entrepreneur,single,tertiary,no,3302,yes,yes,cellular,18,may,207,3,-1,0,unknown,0
9557,38,services,divorced,secondary,no,792,no,no,unknown,6,jun,430,1,-1,0,unknown,0
6248,33,services,divorced,secondary,no,-395,yes,no,unknown,27,may,161,2,-1,0,unknown,0
32886,30,management,single,tertiary,no,3392,yes,no,cellular,17,apr,194,2,-1,0,unknown,0
30868,43,management,married,tertiary,no,938,yes,no,cellular,9,feb,71,2,-1,0,unknown,0
29471,47,blue-collar,single,secondary,no,152,yes,no,cellular,3,feb,193,3,271,4,failure,0
14168,42,admin.,single,secondary,no,426,yes,no,cellular,11,jul,636,2,-1,0,unknown,0
4449,32,services,married,secondary,no,364,yes,no,unknown,20,may,466,1,-1,0,unknown,0
41800,38,technician,married,tertiary,no,127,yes,no,cellular,14,oct,113,1,50,2,success,0
33081,22,student,single,secondary,no,3982,no,no,cellular,20,apr,206,1,-1,0,unknown,1
39654,32,management,married,tertiary,no,8,yes,no,cellular,26,may,175,2,-1,0,unknown,0
6265,51,blue-collar,single,secondary,no,936,yes,no,unknown,27,may,253,16,-1,0,unknown,0
10946,38,blue-collar,married,unknown,no,5830,no,no,unknown,17,jun,176,3,-1,0,unknown,0
18275,59,retired,married,unknown,no,201,no,no,cellular,31,jul,69,7,-1,0,unknown,0
17602,42,admin.,single,secondary,no,150,no,yes,cellular,29,jul,135,2,-1,0,unknown,0
21383,52,management,married,tertiary,no,1134,yes,no,cellular,18,aug,151,4,-1,0,unknown,0
45192,75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,1
12800,51,blue-collar,married,secondary,no,505,yes,no,telephone,7,jul,199,4,-1,0,unknown,0
43082,27,blue-collar,single,primary,no,377,no,no,cellular,19,feb,645,2,-1,0,unknown,1
19310,59,retired,married,primary,no,1390,no,yes,cellular,6,aug,148,2,-1,0,unknown,0
28898,33,management,single,tertiary,no,1859,yes,no,cellular,30,jan,1169,4,-1,0,unknown,0
14570,58,management,married,tertiary,no,3864,yes,no,cellular,15,jul,815,4,-1,0,unknown,1
36860,45,technician,married,primary,no,-158,yes,no,cellular,12,may,317,2,-1,0,unknown,0
12918,46,blue-collar,married,primary,no,3969,no,no,telephone,7,jul,46,5,-1,0,unknown,0
40426,37,management,married,primary,no,22856,no,no,cellular,2,jul,154,1,388,1,failure,0
1621,52,self-employed,single,tertiary,no,458,yes,yes,unknown,9,may,132,5,-1,0,unknown,0
30248,31,unemployed,single,secondary,no,3528,no,no,cellular,5,feb,132,1,-1,0,unknown,0
28527,28,management,single,tertiary,no,203,no,no,cellular,29,jan,145,2,-1,0,unknown,0
17577,57,retired,married,primary,no,0,no,yes,cellular,29,jul,112,3,-1,0,unknown,0
29807,38,unemployed,single,secondary,no,2470,yes,no,cellular,4,feb,131,1,230,1,other,0
4193,54,blue-collar,married,secondary,no,-754,yes,no,unknown,19,may,222,2,-1,0,unknown,0
1086,35,admin.,married,primary,no,136,yes,no,unknown,7,may,283,1,-1,0,unknown,0
7556,40,technician,single,secondary,no,5637,yes,no,unknown,30,may,553,3,-1,0,unknown,1
38925,24,technician,single,secondary,no,135,yes,yes,cellular,18,may,250,1,-1,0,unknown,0
35589,38,services,married,tertiary,no,563,yes,no,cellular,7,may,251,2,-1,0,unknown,0
20911,40,management,divorced,tertiary,no,823,no,no,cellular,13,aug,159,4,-1,0,unknown,0
9770,40,blue-collar,single,primary,no,397,no,no,unknown,9,jun,163,1,-1,0,unknown,0
14484,49,technician,married,secondary,no,204,no,yes,telephone,14,jul,198,5,-1,0,unknown,0
2767,31,blue-collar,married,primary,no,591,yes,no,unknown,14,may,287,3,-1,0,unknown,0
21325,31,technician,single,secondary,no,0,no,no,cellular,18,aug,93,2,-1,0,unknown,0
10129,51,blue-collar,married,primary,no,7080,no,no,unknown,11,jun,26,1,-1,0,unknown,0
20605,60,retired,married,tertiary,no,1141,no,no,cellular,12,aug,66,4,-1,0,unknown,0
1025,43,blue-collar,single,primary,no,548,yes,no,unknown,7,may,98,1,-1,0,unknown,0
31431,32,technician,single,secondary,no,234,no,no,cellular,27,mar,166,2,-1,0,unknown,0
1468,57,blue-collar,divorced,primary,no,-176,yes,no,unknown,8,may,275,1,-1,0,unknown,0
25607,33,management,married,tertiary,no,2441,yes,yes,cellular,19,nov,154,1,-1,0,unknown,0
33880,52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,1,269,1,failure,1
23532,42,management,married,tertiary,no,-671,no,no,cellular,28,aug,80,2,-1,0,unknown,0
36988,47,services,married,secondary,no,-553,yes,no,cellular,13,may,8,7,-1,0,unknown,0
15476,33,management,married,secondary,no,171,no,no,cellular,18,jul,100,4,-1,0,unknown,0
42903,33,technician,single,tertiary,no,696,no,yes,cellular,5,feb,193,1,176,8,failure,0
31959,34,blue-collar,married,secondary,no,837,yes,yes,cellular,13,apr,495,1,-1,0,unknown,0
27519,38,management,married,tertiary,no,3436,no,no,cellular,21,nov,663,4,-1,0,unknown,1
10587,40,blue-collar,married,secondary,no,876,no,no,unknown,16,jun,208,1,-1,0,unknown,0
28823,57,management,divorced,tertiary,no,2549,no,no,cellular,30,jan,456,3,197,2,failure,0
41468,25,management,single,tertiary,no,490,no,no,cellular,7,sep,394,1,-1,0,unknown,0
30382,35,management,single,unknown,no,186,yes,no,cellular,5,feb,196,2,-1,0,unknown,0
42890,35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,649,1,176,1,failure,1
5437,31,unemployed,single,tertiary,no,1611,yes,no,unknown,23,may,154,2,-1,0,unknown,0
25142,33,management,single,tertiary,no,275,no,no,cellular,18,nov,348,1,-1,0,unknown,0
14385,50,technician,married,secondary,no,156,no,yes,cellular,14,jul,1130,3,-1,0,unknown,1
19963,47,management,single,tertiary,no,275,no,no,cellular,8,aug,82,2,-1,0,unknown,0
33955,26,self-employed,single,tertiary,no,1078,no,no,cellular,30,apr,99,2,-1,0,unknown,0
41640,28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,1
40112,28,unemployed,single,secondary,no,538,no,no,cellular,4,jun,114,3,-1,0,unknown,0
16152,35,management,married,tertiary,no,-196,yes,no,cellular,22,jul,216,2,-1,0,unknown,0
27685,38,services,divorced,secondary,no,8554,yes,no,cellular,21,nov,29,2,176,4,other,0
17767,52,unknown,married,primary,no,247,no,no,cellular,29,jul,268,6,-1,0,unknown,0
9892,45,admin.,married,secondary,no,967,no,no,unknown,9,jun,63,1,-1,0,unknown,0
32617,30,services,married,secondary,no,-43,yes,yes,cellular,17,apr,79,1,325,2,other,0
702,46,blue-collar,married,unknown,no,401,yes,no,unknown,6,may,306,2,-1,0,unknown,0
36775,29,management,married,tertiary,no,13186,yes,no,cellular,12,may,322,1,350,2,failure,0
7781,51,technician,divorced,secondary,no,468,yes,no,unknown,30,may,475,4,-1,0,unknown,0
12196,37,services,divorced,secondary,no,523,no,no,unknown,20,jun,35,7,-1,0,unknown,0
44568,60,technician,divorced,secondary,no,367,no,no,cellular,16,aug,318,2,-1,0,unknown,1
4650,34,blue-collar,married,secondary,no,2700,yes,no,unknown,20,may,446,2,-1,0,unknown,0
20837,40,technician,married,secondary,no,95,no,no,cellular,13,aug,156,4,-1,0,unknown,0
6288,29,admin.,single,secondary,no,915,yes,no,unknown,27,may,103,1,-1,0,unknown,0
36964,44,blue-collar,married,secondary,no,199,yes,no,cellular,12,may,150,7,-1,0,unknown,0
1658,26,blue-collar,single,secondary,no,100,yes,no,unknown,9,may,24,1,-1,0,unknown,0
25811,31,technician,married,secondary,no,793,no,no,cellular,19,nov,755,1,-1,0,unknown,0
8158,50,technician,married,secondary,no,669,yes,no,unknown,2,jun,88,1,-1,0,unknown,0
25090,45,self-employed,married,tertiary,no,-312,no,no,telephone,18,nov,46,4,-1,0,unknown,0
41969,39,management,single,tertiary,no,416,no,no,cellular,23,oct,56,4,-1,0,unknown,0
32659,44,entrepreneur,married,secondary,no,887,yes,no,cellular,17,apr,519,1,14,2,failure,0
29712,55,blue-collar,married,primary,no,781,yes,no,cellular,3,feb,112,3,270,2,failure,0
35588,50,blue-collar,married,secondary,no,26,yes,no,cellular,7,may,245,5,366,2,failure,0
2036,40,services,married,secondary,no,69,yes,no,unknown,9,may,143,3,-1,0,unknown,0
22085,35,management,married,tertiary,no,109,no,yes,cellular,21,aug,257,2,-1,0,unknown,0
13478,41,admin.,married,primary,no,4488,yes,no,cellular,9,jul,321,1,-1,0,unknown,0
207,41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42,1,-1,0,unknown,0
23023,54,admin.,married,tertiary,no,19,no,no,cellular,26,aug,131,2,-1,0,unknown,0
13774,59,management,married,secondary,no,32,no,no,telephone,10,jul,121,1,-1,0,unknown,0
23295,46,management,married,secondary,no,0,no,no,cellular,27,aug,38,6,-1,0,unknown,0
33630,39,blue-collar,married,unknown,no,621,yes,no,cellular,20,apr,1333,5,-1,0,unknown,1
22378,44,technician,married,secondary,no,267,no,no,cellular,22,aug,520,2,-1,0,unknown,1
43937,38,student,divorced,tertiary,no,2946,no,no,cellular,16,jun,605,3,-1,0,unknown,1
41153,60,management,married,secondary,no,0,no,no,telephone,18,aug,280,3,-1,0,unknown,0
26044,50,blue-collar,married,tertiary,no,1784,no,no,cellular,19,nov,1184,3,160,1,failure,0
39658,44,technician,single,tertiary,no,2033,no,no,cellular,27,may,158,1,-1,0,unknown,0
7844,38,services,married,secondary,no,-762,yes,yes,unknown,30,may,408,2,-1,0,unknown,0
1881,45,services,married,primary,no,137,yes,no,unknown,9,may,274,2,-1,0,unknown,0
2058,25,management,married,tertiary,no,784,yes,yes,unknown,12,may,104,2,-1,0,unknown,0
2478,35,technician,single,secondary,no,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,0
985,51,blue-collar,married,primary,no,1466,yes,no,unknown,7,may,406,2,-1,0,unknown,0
8913,30,services,single,secondary,no,-97,yes,no,unknown,4,jun,126,2,-1,0,unknown,0
5036,34,services,married,secondary,no,603,yes,yes,unknown,21,may,1409,3,-1,0,unknown,0
27188,41,blue-collar,married,primary,no,241,yes,no,cellular,21,nov,48,1,-1,0,unknown,0
8660,36,management,married,tertiary,no,0,yes,yes,unknown,3,jun,599,3,-1,0,unknown,0
4295,32,blue-collar,single,secondary,no,1211,yes,no,unknown,19,may,206,4,-1,0,unknown,0
10391,40,management,married,tertiary,no,1041,yes,no,unknown,12,jun,73,1,-1,0,unknown,0
44839,32,blue-collar,single,secondary,no,427,no,no,unknown,20,sep,11,1,-1,0,unknown,0
22322,47,blue-collar,married,secondary,no,11305,no,no,cellular,22,aug,118,6,-1,0,unknown,0
35893,30,admin.,married,secondary,no,518,yes,no,cellular,8,may,127,1,-1,0,unknown,0
19274,59,housemaid,married,primary,no,96,no,no,cellular,6,aug,88,2,-1,0,unknown,0
43092,64,retired,married,secondary,no,243,no,no,cellular,22,feb,144,1,175,1,failure,0
2346,22,services,married,secondary,no,83,yes,no,unknown,13,may,101,1,-1,0,unknown,0
31978,41,technician,married,tertiary,no,816,yes,yes,cellular,13,apr,520,2,319,1,failure,0
32772,39,management,married,secondary,no,315,yes,no,telephone,17,apr,141,4,-1,0,unknown,0
22070,38,technician,married,secondary,no,63,no,no,cellular,20,aug,320,4,-1,0,unknown,0
39242,39,blue-collar,divorced,primary,no,815,yes,no,cellular,18,may,22,3,-1,0,unknown,0
42530,50,services,married,secondary,no,320,no,no,telephone,21,dec,294,3,315,4,success,1
40860,25,technician,single,secondary,no,886,no,no,cellular,12,aug,121,1,-1,0,unknown,0
38171,30,services,single,secondary,no,140,yes,no,cellular,15,may,760,1,-1,0,unknown,1
7559,55,management,divorced,primary,no,3629,yes,no,unknown,30,may,87,1,-1,0,unknown,0
13456,42,self-employed,married,secondary,no,634,yes,no,cellular,9,jul,61,1,-1,0,unknown,0
5646,49,technician,married,unknown,no,-287,yes,no,unknown,26,may,49,1,-1,0,unknown,0
16759,29,blue-collar,single,secondary,no,223,no,no,cellular,24,jul,1259,1,-1,0,unknown,0
41370,36,technician,married,secondary,no,191,no,no,cellular,31,aug,69,1,-1,0,unknown,0
32575,32,blue-collar,married,secondary,no,435,yes,no,cellular,17,apr,456,1,331,1,failure,0
43767,30,management,single,tertiary,no,499,yes,no,cellular,21,may,145,1,281,3,failure,0
13947,58,technician,married,secondary,no,201,no,no,cellular,10,jul,82,5,-1,0,unknown,0
15290,46,housemaid,divorced,primary,no,2084,yes,no,cellular,18,jul,1081,2,-1,0,unknown,1
32258,37,management,single,secondary,no,8311,yes,no,cellular,16,apr,474,2,-1,0,unknown,0
29313,42,management,married,tertiary,no,477,yes,no,cellular,2,feb,413,2,242,3,failure,0
16819,43,technician,married,secondary,no,34,yes,no,cellular,24,jul,96,3,-1,0,unknown,0
36065,38,blue-collar,married,secondary,no,97,yes,no,cellular,11,may,169,2,-1,0,unknown,0
33855,29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,2,334,2,failure,1
2583,33,blue-collar,married,secondary,no,304,yes,no,unknown,13,may,139,2,-1,0,unknown,0
31764,42,technician,married,secondary,no,233,no,no,cellular,8,apr,98,1,231,4,failure,0
19306,35,management,married,tertiary,no,249,yes,no,cellular,6,aug,127,2,-1,0,unknown,0
28307,29,admin.,single,secondary,no,2768,yes,no,cellular,29,jan,69,1,241,4,failure,0
2313,37,blue-collar,single,secondary,no,336,yes,no,unknown,12,may,152,5,-1,0,unknown,0
45172,33,admin.,single,secondary,no,690,no,no,cellular,10,nov,223,3,555,16,failure,0
24512,51,technician,married,unknown,no,-174,yes,yes,cellular,17,nov,348,1,-1,0,unknown,0
15343,34,blue-collar,single,secondary,no,4963,yes,no,cellular,18,jul,226,1,-1,0,unknown,0
9048,52,housemaid,married,secondary,no,14363,no,no,unknown,5,jun,132,1,-1,0,unknown,0
6194,33,services,divorced,secondary,no,991,yes,no,unknown,27,may,148,1,-1,0,unknown,0
15841,47,blue-collar,married,secondary,no,1484,no,no,cellular,21,jul,274,3,-1,0,unknown,0
23724,31,technician,single,secondary,no,182,no,no,cellular,28,aug,52,5,-1,0,unknown,0
5233,32,technician,married,secondary,no,587,yes,no,unknown,23,may,203,1,-1,0,unknown,0
22990,45,management,married,tertiary,yes,-190,no,yes,cellular,26,aug,92,4,-1,0,unknown,0
43569,69,retired,married,secondary,no,0,no,no,cellular,28,apr,184,2,126,2,other,1
41634,34,admin.,married,tertiary,no,2552,yes,yes,cellular,25,sep,74,1,-1,0,unknown,0
12740,37,self-employed,married,secondary,no,1523,no,yes,cellular,7,jul,316,2,-1,0,unknown,0
33726,63,admin.,married,secondary,no,-40,no,no,cellular,22,apr,99,3,-1,0,unknown,0
11901,56,blue-collar,married,primary,no,3643,no,no,unknown,20,jun,11,3,-1,0,unknown,0
11288,31,blue-collar,married,secondary,no,671,yes,no,unknown,18,jun,704,4,-1,0,unknown,1
34006,31,management,married,tertiary,no,1812,no,no,cellular,30,apr,461,1,-1,0,unknown,1
26589,34,technician,single,tertiary,no,2283,no,no,cellular,20,nov,790,1,-1,0,unknown,0
43832,28,student,single,tertiary,no,118,no,no,cellular,31,may,85,2,35,5,other,0
7837,40,management,single,tertiary,no,402,yes,no,unknown,30,may,243,3,-1,0,unknown,0
18720,31,management,divorced,tertiary,no,-547,yes,yes,cellular,31,jul,101,10,-1,0,unknown,0
37762,46,housemaid,single,secondary,no,198,yes,no,cellular,14,may,93,1,350,1,other,0
18017,50,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,144,9,-1,0,unknown,0
34078,38,management,divorced,secondary,no,257,yes,no,cellular,30,apr,435,1,-1,0,unknown,1
10309,35,unemployed,divorced,secondary,no,45,no,no,unknown,12,jun,40,6,-1,0,unknown,0
14782,35,blue-collar,married,primary,no,319,yes,no,cellular,16,jul,221,1,-1,0,unknown,0
44229,42,management,married,unknown,no,1519,no,no,cellular,19,jul,268,1,-1,0,unknown,1
5556,32,admin.,married,tertiary,no,882,no,no,unknown,23,may,569,3,-1,0,unknown,0
9981,39,admin.,divorced,secondary,no,765,no,no,unknown,9,jun,155,3,-1,0,unknown,0
37352,36,management,single,secondary,no,1331,yes,no,cellular,13,may,77,3,174,1,other,0
27466,35,entrepreneur,married,primary,no,29397,yes,no,cellular,21,nov,166,1,-1,0,unknown,0
142,34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,1,-1,0,unknown,0
19688,33,management,married,tertiary,no,5,yes,no,unknown,7,aug,12,1,-1,0,unknown,0
28363,30,admin.,single,tertiary,no,726,no,no,cellular,29,jan,103,1,-1,0,unknown,0
33975,56,management,married,tertiary,no,616,no,no,cellular,30,apr,225,1,83,1,success,1
2281,31,admin.,married,secondary,no,-474,yes,no,unknown,12,may,215,2,-1,0,unknown,0
5899,34,services,married,secondary,no,-196,yes,yes,unknown,26,may,16,1,-1,0,unknown,0
25000,30,admin.,divorced,secondary,no,83,yes,yes,cellular,18,nov,118,2,196,1,failure,0
33985,43,unemployed,divorced,secondary,no,1854,no,no,cellular,30,apr,323,1,-1,0,unknown,1
22375,38,technician,single,secondary,no,0,no,no,cellular,22,aug,305,2,-1,0,unknown,0
30412,57,management,divorced,tertiary,no,442,no,no,cellular,5,feb,41,1,253,3,failure,0
15116,31,services,single,secondary,no,2251,yes,yes,cellular,17,jul,134,1,-1,0,unknown,0
5381,28,blue-collar,married,primary,no,4,yes,no,unknown,23,may,7,1,-1,0,unknown,0
36100,36,management,married,tertiary,no,269,yes,no,cellular,11,may,155,2,-1,0,unknown,0
31506,33,blue-collar,married,secondary,no,3576,yes,no,cellular,2,apr,124,1,308,2,other,0
